	icd9_code	short_title	long_title	count
395	78060	Fever NOS	Fever, unspecified	295
396	04119	Other staphylococcus	Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus	293
397	78701	Nausea with vomiting	Nausea with vomiting	292
398	4142	Chr tot occlus cor artry	Chronic total occlusion of coronary artery	292
399	V1272	Prsnl hst colonic polyps	Personal history of colonic polyps	292
400	07032	Hpt B chrn wo cm wo dlta	Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta	290
401	2554			290
402	E9289	Accident NOS	Unspecified accident	289
403	7885	Oliguria & anuria	Oliguria and anuria	288
404	6961	Other psoriasis	Other psoriasis	287
405	30981	Posttraumatic stress dis	Posttraumatic stress disorder	287
406	4580	Orthostatic hypotension	Orthostatic hypotension	286
407	87342	Open wound of forehead	Open wound of forehead, without mention of complication	285
408	71690	Arthropathy NOS-unspec	Arthropathy, unspecified, site unspecified	284
409	4263	Left bb block NEC	Other left bundle branch block	284
410	25051	DMI ophth nt st uncntrld	Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled	284
411	76525	29-30 comp wks gestation	29-30 completed weeks of gestation	283
412	4400	Aortic atherosclerosis	Atherosclerosis of aorta	283
413	V4975	Status amput below knee	Below knee amputation status	281
414	99931	Oth/uns inf-cen ven cath	Other and unspecified infection due to central venous catheter	281
415	5768	Dis of biliary tract NEC	Other specified disorders of biliary tract	281
416	30401	Opioid dependence-contin	Opioid type dependence, continuous	280
417	V5866	Long-term use of aspirin	Long-term (current) use of aspirin	280
418	34839	Encephalopathy NEC	Other encephalopathy	280
419	4588	Hypotension NEC	Other specified hypotension	279
420	41072	Subendo infarct, subseq	Subendocardial infarction, subsequent episode of care	279
421	34831	Metabolic encephalopathy	Metabolic encephalopathy	277
422	7823	Edema	Edema	276
423	7840	Headache	Headache	276
424	5718	Chronic liver dis NEC	Other chronic nonalcoholic liver disease	273
425	5559	Regional enteritis NOS	Regional enteritis of unspecified site	273
426	585			273
427	53240	Chr duoden ulcer w hem	Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction	271
428	725	Polymyalgia rheumatica	Polymyalgia rheumatica	271
429	7070			271
430	5609	Intestinal obstruct NOS	Unspecified intestinal obstruction	270
431	V600	Lack of housing	Lack of housing	270
432	53140	Chr stomach ulc w hem	Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction	269
433	9972	Surg comp-peri vasc syst	Peripheral vascular complications, not elsewhere classified	269
434	E8120	Mv collision NOS-driver	Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle	267
435	2752	Dis magnesium metabolism	Disorders of magnesium metabolism	266
436	43330	Ocl mlt bi art wo infrct	Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction	265
437	25063	DMI neuro uncntrld	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled	265
438	48283	Pneumo oth grm-neg bact	Pneumonia due to other gram-negative bacteria	264
439	44023	Ath ext ntv art ulcrtion	Atherosclerosis of native arteries of the extremities with ulceration	264
440	8082	Fracture of pubis-closed	Closed fracture of pubis	258
441	44021	Ath ext ntv at w claudct	Atherosclerosis of native arteries of the extremities with intermittent claudication	257
442	452	Portal vein thrombosis	Portal vein thrombosis	257
443	135	Sarcoidosis	Sarcoidosis	254
444	1961	Mal neo lymph-intrathor	Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes	254
445	27542	Hypercalcemia	Hypercalcemia	254
446	7821	Nonspecif skin erupt NEC	Rash and other nonspecific skin eruption	254
447	78659	Chest pain NEC	Other chest pain	253
448	1962	Mal neo lymph intra-abd	Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes	251
449	7994	Cachexia	Cachexia	251
450	2662	B-complex defic NEC	Other B-complex deficiencies	248
451	3453	Grand mal status	Grand mal status	248
452	3441	Paraplegia NOS	Paraplegia	247
453	29590	Schizophrenia NOS-unspec	Unspecified schizophrenia, unspecified	247
454	E8147	Mv coll w pedest-pedest	Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian	245
455	33394	Restless legs syndrome	Restless legs syndrome (RLS)	245
456	5569	Ulceratve colitis unspcf	Ulcerative colitis, unspecified	245
457	8024	Fx malar/maxillary-close	Closed fracture of malar and maxillary bones	245
458	85220	Traumatic subdural hem	Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness	244
459	3694	Legal blindness-usa def	Legal blindness, as defined in U.S.A.	243
460	28800	Neutropenia NOS	Neutropenia, unspecified	243
461	8020	Nasal bone fx-closed	Closed fracture of nasal bones	241
462	43811	Late eff CV dis-aphasia	Late effects of cerebrovascular disease, aphasia	240
463	78097	Altered mental status	Altered mental status	240
464	04112	MRSA elsewhere/NOS	Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site	239
465	V3401	Oth mult lb-in hosp w cs	Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section	239
466	56722	Peritoneal abscess	Peritoneal abscess	237
467	5191			236
468	56211	Dvrtcli colon w/o hmrhg	Diverticulitis of colon (without mention of hemorrhage)	235
469	E8160	Loss control mv acc-driv	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle	234
470	E9308	Adv eff antibiotics NEC	Other specified antibiotics causing adverse effects in therapeutic use	234
471	5641	Irritable bowel syndrome	Irritable bowel syndrome	234
472	4233	Cardiac tamponade	Cardiac tamponade	233
473	99832	Disrup-external op wound	Disruption of external operation (surgical) wound	233
474	4401	Renal artery atheroscler	Atherosclerosis of renal artery	233
475	44101	Dsct of thoracic aorta	Dissection of aorta, thoracic	231
476	56081	Intestinal adhes w obstr	Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)	231
477	56983	Perforation of intestine	Perforation of intestine	230
478	8028	Fx facial bone NEC-close	Closed fracture of other facial bones	230
479	V1301	Prsnl hst urnr dsrd calc	Personal history of urinary calculi	230
480	V4586	Bariatric surgery status	Bariatric surgery status	228
481	V4987	Physical restrain status	Physical restraints status	227
482	4829	Bacterial pneumonia NOS	Bacterial pneumonia, unspecified	227
483	E9352	Adv eff opiates	Other opiates and related narcotics causing adverse effects in therapeutic use	227
484	V454	Arthrodesis status	Arthrodesis status	227
485	3899	Hearing loss NOS	Unspecified hearing loss	226
486	4820	K. pneumoniae pneumonia	Pneumonia due to Klebsiella pneumoniae	226
487	V4579	Acq absence of organ NEC	Other acquired absence of organ	225
488	77181	NB septicemia [sepsis]	Septicemia [sepsis] of newborn	225
489	72989	Muscskel sympt limb NEC	Other musculoskeletal symptoms referable to limbs	225
490	59654	Neurogenic bladder NOS	Neurogenic bladder NOS	225
491	7708			225
492	2252	Ben neo cerebr meninges	Benign neoplasm of cerebral meninges	224
493	36250	Macular degeneration NOS	Macular degeneration (senile), unspecified	224
494	1890	Malig neopl kidney	Malignant neoplasm of kidney, except pelvis	219
495	V443	Colostomy status	Colostomy status	219
496	4582			218
497	5672			217
498	1972	Second malig neo pleura	Secondary malignant neoplasm of pleura	217
499	7852	Cardiac murmurs NEC	Undiagnosed cardiac murmurs	217
500	99664	React-indwell urin cath	Infection and inflammatory reaction due to indwelling urinary catheter	217
501	99673	Comp-ren dialys dev/grft	Other complications due to renal dialysis device, implant, and graft	216
502	59970	Hematuria NOS	Hematuria, unspecified	216
503	6823	Cellulitis of arm	Cellulitis and abscess of upper arm and forearm	216
504	25541	Glucocorticoid deficient	Glucocorticoid deficiency	216
505	99659	Malfunc oth device/graft	Mechanical complication due to other implant and internal device, not elsewhere classified	214
506	7856	Enlargement lymph nodes	Enlargement of lymph nodes	214
507	76514	Preterm NEC 1000-1249g	Other preterm infants, 1,000-1,249 grams	214
508	53019	Other esophagitis	Other esophagitis	213
509	0416	Proteus infection NOS	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site	213
510	7921	Abn find-stool contents	Nonspecific abnormal findings in stool contents	213
511	E915	FB entering oth orifice	Foreign body accidentally entering other orifice	213
512	E8792	Abn react-radiotherapy	Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	212
513	4550	Int hemorrhoid w/o compl	Internal hemorrhoids without mention of complication	212
514	V4611	Respirator depend status	Dependence on respirator, status	212
515	99889	Oth spcf cmplc procd NEC	Other specified complications of procedures not elsewhere classified	211
516	78829	Oth spcf retention urine	Other specified retention of urine	211
517	23871	Essntial thrombocythemia	Essential thrombocythemia	210
518	29570	Schizoaffective dis NOS	Schizoaffective disorder, unspecified	210
519	V442	Ileostomy status	Ileostomy status	209
520	9654	Pois-arom analgesics NEC	Poisoning by aromatic analgesics, not elsewhere classified	207
521	2967	Bipolor I current NOS	Bipolar I disorder, most recent episode (or current) unspecified	206
522	0388	Septicemia NEC	Other specified septicemias	206
523	5920	Calculus of kidney	Calculus of kidney	206
524	41189	Ac ischemic hrt dis NEC	Other acute and subacute forms of ischemic heart disease, other	205
525	E9503	Poison-psychotropic agt	Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents	204
526	261	Nutritional marasmus	Nutritional marasmus	204
527	04186	Helicobacter pylori	Helicobacter pylori [H. pylori]	204
528	25011	DMI keto nt st uncntrld	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled	204
529	2440	Postsurgical hypothyroid	Postsurgical hypothyroidism	203
530	9331	Foreign body in larynx	Foreign body in larynx	203
531	56881	Hemoperitoneum	Hemoperitoneum (nontraumatic)	203
532	44422	Lower extremity embolism	Arterial embolism and thrombosis of lower extremity	203
533	V641	No proc/contraindication	Surgical or other procedure not carried out because of contraindication	203
534	45182	Phlbts sprfc vn up extrm	Phlebitis and thrombophlebitis of superficial veins of upper extremities	202
535	5772	Pancreat cyst/pseudocyst	Cyst and pseudocyst of pancreas	202
536	25012	DMII ketoacd uncontrold	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled	201
537	E8796	Abn react-urinary cath	Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	201
538	5728	Oth sequela, chr liv dis	Other sequelae of chronic liver disease	199
539	53010	Esophagitis, unspecified	Esophagitis, unspecified	199
540	41511	Iatrogen pulm emb/infarc	Iatrogenic pulmonary embolism and infarction	199
541	23875	Myelodysplastic synd NOS	Myelodysplastic syndrome, unspecified	199
542	7210	Cervical spondylosis	Cervical spondylosis without myelopathy	198
543	25062	DMII neuro uncntrld	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled	198
544	V4573	Acquired absence kidney	Acquired absence of kidney	197
545	920	Contusion face/scalp/nck	Contusion of face, scalp, and neck except eye(s)	196
546	78061	Fever in other diseases	Fever presenting with conditions classified elsewhere	196
547	4370	Cerebral atherosclerosis	Cerebral atherosclerosis	196
548	5303	Esophageal stricture	Stricture and stenosis of esophagus	196
549	20500	Ac myl leuk wo achv rmsn	Acute myeloid leukemia, without mention of having achieved remission	195
550	481	Pneumococcal pneumonia	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]	194
551	8670	Bladder/urethra inj-clos	Injury to bladder and urethra, without mention of open wound into cavity	194
552	78194	Facial weakness	Facial weakness	194
553	9999	Complic med care NEC/NOS	Other and unspecified complications of medical care, not elsewhere classified	193
554	78550	Shock NOS	Shock, unspecified	193
555	76524	27-28 comp wks gestation	27-28 completed weeks of gestation	193
556	30590	Drug abuse NEC-unspec	Other, mixed, or unspecified drug abuse, unspecified	193
557	V180	Fam hx-diabetes mellitus	Family history of diabetes mellitus	192
558	V1204	Hx Methicln resist Staph	Personal history of Methicillin resistant Staphylococcus aureus	192
559	5307	Mallory-weiss syndrome	Gastroesophageal laceration-hemorrhage syndrome	191
560	04149	E.coli infection NEC/NOS	Other and unspecified Escherichia coli [E. coli]	191
561	4940	Bronchiectas w/o ac exac	Bronchiectasis without acute exacerbation	191
562	8080	Fracture acetabulum-clos	Closed fracture of acetabulum	191
563	5109	Empyema w/o fistula	Empyema without mention of fistula	190
564	5589	Noninf gastroenterit NEC	Other and unspecified noninfectious gastroenteritis and colitis	190
565	72400	Spinal stenosis NOS	Spinal stenosis, unspecified region	189
566	7454	Ventricular sept defect	Ventricular septal defect	189
567	80701	Fracture one rib-closed	Closed fracture of one rib	189
568	5531	Umbilical hernia	Umbilical hernia without mention of obstruction or gangrene	189
569	4568	Varices of other sites	Varices of other sites	188
570	70709	Pressure ulcer, site NEC	Pressure ulcer, other site	187
571	56089	Intestinal obstruct NEC	Other specified intestinal obstruction	187
572	49392	Asthma NOS w (ac) exac	Asthma, unspecified type, with (acute) exacerbation	187
573	71536	Loc osteoarth NOS-l/leg	Osteoarthrosis, localized, not specified whether primary or secondary, lower leg	187
574	56723	Spontan bact peritonitis	Spontaneous bacterial peritonitis	186
575	6827	Cellulitis of foot	Cellulitis and abscess of foot, except toes	186
576	2518	Pancreatic disorder NEC	Other specified disorders of pancreatic internal secretion	186
577	E8495	Accid on street/highway	Street and highway accidents	186
